Location,Crop Type,Season,Rainfall (mm),Temperature (°C),Soil pH,Nitrogen (kg/ha),Phosphorus (kg/ha),Potassium (kg/ha),Yield (tonnes/ha)
Uttarakhand,Maize,Kharif     ,1510.52,17.97,5.96,84.08,48.67,47.46,1.77
Uttarakhand,Maize,Summer     ,1510.52,17.97,6.31,73.48,44.15,48.85,1.656
Uttarakhand,Potato,Kharif     ,1510.52,17.97,5.8,75.82,42.45,61.0,10.553
Uttarakhand,Potato,Rabi       ,1510.52,17.97,6.96,82.07,53.34,47.97,11.87384615
Uttarakhand,Rice,Kharif     ,1510.52,17.97,7.13,72.75,50.93,61.57,1.804615385
Uttarakhand,Rice,Summer     ,1510.52,17.97,6.69,74.92,52.15,61.97,3.283333333
Uttarakhand,Sugarcane,Whole Year ,1510.52,17.97,7.48,78.83,52.99,49.31,73.1
Uttarakhand,Wheat,Rabi       ,1510.52,17.97,5.55,89.99,49.71,62.46,2.349230769
West Bengal,Maize,Autumn     ,1433.2,25.54,5.61,73.87,40.41,59.91,3.236666667
West Bengal,Maize,Rabi       ,1433.2,25.54,6.57,69.85,50.36,54.29,4.09
West Bengal,Maize,Summer     ,1433.2,25.54,6.43,76.08,41.82,60.82,3.972380952
West Bengal,Potato,Rabi       ,1433.2,25.54,5.57,79.95,45.41,46.65,27.25909091
West Bengal,Potato,Summer     ,1433.2,25.54,7.31,64.41,46.05,53.22,8.02
West Bengal,Rice,Autumn     ,1433.2,25.54,5.8,66.4,53.11,54.66,2.672380952
West Bengal,Rice,Summer     ,1433.2,25.54,6.04,72.1,52.21,55.12,3.45952381
West Bengal,Rice,Winter     ,1433.2,25.54,6.4,73.45,54.5,55.93,2.744545455
West Bengal,Sugarcane,Whole Year ,1433.2,25.54,6.16,83.85,49.11,60.21,84.535
West Bengal,Wheat,Rabi       ,1433.2,25.54,6.02,78.38,44.57,49.11,2.483
Arunachal Pradesh,Maize,Kharif     ,2411.52,22.52,6.26,89.06,40.97,60.85,1.6756
Arunachal Pradesh,Potato,Whole Year ,2411.52,22.52,7.32,66.44,48.86,54.24,6.8024
Arunachal Pradesh,Rice,Kharif     ,2411.52,22.52,6.51,85.61,49.93,51.75,1.7792
Arunachal Pradesh,Sugarcane,Whole Year ,2411.52,22.52,5.77,76.63,42.98,52.53,23.74764706
Arunachal Pradesh,Wheat,Rabi       ,2411.52,22.52,6.8,78.08,52.36,57.66,2.168333333
Bihar,Maize,Autumn     ,921.63,26.61,7.18,72.37,53.24,47.72,2.31625
Bihar,Maize,Rabi       ,921.63,26.61,5.68,85.1,45.56,60.18,5.7365625
Bihar,Maize,Summer     ,921.63,26.61,7.12,78.78,52.55,62.43,4.237941176
Bihar,Potato,Rabi       ,921.63,26.61,6.86,78.19,53.76,53.59,13.67526316
Bihar,Potato,Winter     ,921.63,26.61,6.23,71.87,51.43,52.27,14.46027778
Bihar,Rice,Autumn     ,921.63,26.61,6.58,82.2,53.05,48.32,1.759583333
Bihar,Rice,Summer     ,921.63,26.61,6.04,72.84,44.97,50.96,2.142857143
Bihar,Rice,Winter     ,921.63,26.61,5.86,77.5,47.3,58.56,2.173157895
Bihar,Sugarcane,Whole Year ,921.63,26.61,6.97,83.1,42.96,56.79,61.77419355
Bihar,Wheat,Rabi       ,921.63,26.61,6.69,83.19,49.28,55.03,2.569473684
Chhattisgarh,Maize,Kharif     ,1567.15,26.33,6.87,76.91,42.89,52.42,2.808214286
Chhattisgarh,Potato,Kharif     ,1567.15,26.33,5.75,82.13,50.54,59.65,6.59375
Chhattisgarh,Potato,Rabi       ,1567.15,26.33,7.12,84.95,44.56,52.7,6.473913043
Chhattisgarh,Rice,Kharif     ,1567.15,26.33,6.27,78.92,48.07,49.91,1.936428571
Chhattisgarh,Sugarcane,Whole Year ,1567.15,26.33,6.61,89.34,41.76,57.25,17.92666667
Chhattisgarh,Wheat,Rabi       ,1567.15,26.33,5.81,86.65,52.25,62.39,1.336538462
Gujarat,Maize,Kharif     ,977.56,27.13,5.98,78.72,50.17,51.88,1.603636364
Gujarat,Maize,Rabi       ,977.56,27.13,6.9,88.14,43.95,61.75,2.556190476
Gujarat,Maize,Summer     ,977.56,27.13,6.43,74.87,43.71,47.59,2.189
Gujarat,Potato,Whole Year ,977.56,27.13,5.83,69.73,47.25,59.78,29.24857143
Gujarat,Rice,Kharif     ,977.56,27.13,5.74,84.96,53.03,50.18,1.948571429
Gujarat,Rice,Summer     ,977.56,27.13,6.3,76.01,45.61,51.16,2.848571429
Gujarat,Sugarcane,Whole Year ,977.56,27.13,6.35,72.23,51.33,59.55,70.57
Gujarat,Wheat,Rabi       ,977.56,27.13,7.21,83.25,46.34,55.27,3.1434375
Haryana,Maize,Kharif     ,1138.97,23.3,7.0,76.99,44.24,49.99,3.085263158
Haryana,Potato,Whole Year ,1138.97,23.3,7.14,84.73,48.62,57.62,25.395
Haryana,Rice,Kharif     ,1138.97,23.3,6.23,75.21,45.25,54.01,3.048095238
Haryana,Sugarcane,Whole Year ,1138.97,23.3,5.61,70.39,43.65,52.83,78.94444444
Haryana,Wheat,Rabi       ,1138.97,23.3,7.36,82.73,49.42,60.35,4.618181818
Himachal Pradesh,Maize,Kharif     ,1189.51,20.23,7.17,74.15,47.06,57.81,2.630833333
Himachal Pradesh,Potato,Kharif     ,1189.51,20.23,7.35,84.46,54.41,62.84,7.22375
Himachal Pradesh,Potato,Rabi       ,1189.51,20.23,6.87,68.58,54.35,57.86,10.83
Himachal Pradesh,Rice,Kharif     ,1189.51,20.23,6.49,76.13,42.38,50.45,1.656363636
Himachal Pradesh,Sugarcane,Whole Year ,1189.51,20.23,5.79,69.63,52.49,55.16,16.91166667
Himachal Pradesh,Wheat,Rabi       ,1189.51,20.23,6.35,69.42,51.71,48.38,1.7575
Jharkhand,Maize,Kharif     ,1350.34,23.55,6.71,74.98,40.49,49.93,2.047916667
Jharkhand,Maize,Rabi       ,1350.34,23.55,6.73,90.21,46.04,62.07,1.985238095
Jharkhand,Rice,Kharif     ,1350.34,23.55,7.26,75.0,50.81,53.73,2.663333333
Jharkhand,Wheat,Rabi       ,1350.34,23.55,5.68,75.74,42.12,59.46,2.055
Madhya Pradesh,Maize,Kharif     ,1870.12,25.11,5.81,77.31,42.59,48.27,1.999411765
Madhya Pradesh,Maize,Summer     ,1870.12,25.11,5.54,67.44,51.26,61.89,2.768387097
Madhya Pradesh,Potato,Whole Year ,1870.12,25.11,7.15,76.05,43.47,48.39,21.80117647
Madhya Pradesh,Rice,Kharif     ,1870.12,25.11,7.26,73.36,49.79,60.74,1.858
Madhya Pradesh,Rice,Summer     ,1870.12,25.11,5.69,77.44,51.46,55.44,0.8775
Madhya Pradesh,Sugarcane,Whole Year ,1870.12,25.11,6.23,74.35,42.08,57.24,39.05510204
Madhya Pradesh,Wheat,Rabi       ,1870.12,25.11,5.97,70.23,46.16,59.58,3.519423077
Maharashtra,Maize,Kharif     ,3387.29,26.96,6.08,86.53,53.39,49.74,1.363214286
Maharashtra,Maize,Rabi       ,3387.29,26.96,6.01,88.41,44.31,62.52,2.171333333
Maharashtra,Maize,Summer     ,3387.29,26.96,5.86,85.73,51.72,51.49,1.783913043
Maharashtra,Rice,Kharif     ,3387.29,26.96,6.37,85.5,50.57,63.22,1.256296296
Maharashtra,Rice,Summer     ,3387.29,26.96,5.82,77.7,54.25,50.7,2.660833333
Maharashtra,Sugarcane,Whole Year ,3387.29,26.96,7.22,79.48,48.11,54.03,69.62148148
Maharashtra,Wheat,Rabi       ,3387.29,26.96,6.64,69.82,45.58,59.26,1.564
Mizoram,Maize,Kharif     ,3082.44,22.84,6.21,85.54,49.49,47.79,1.77625
Mizoram,Maize,Rabi       ,3082.44,22.84,7.32,89.67,52.14,50.51,1.645
Mizoram,Potato,Kharif     ,3082.44,22.84,7.11,83.45,52.59,47.8,4.245
Mizoram,Potato,Rabi       ,3082.44,22.84,5.78,76.52,41.61,61.8,3.506666667
Mizoram,Rice,Autumn     ,3082.44,22.84,6.12,82.83,51.11,58.38,1.18875
Mizoram,Rice,Kharif     ,3082.44,22.84,6.61,83.4,53.96,48.51,2.2025
Mizoram,Rice,Rabi       ,3082.44,22.84,5.82,82.87,45.97,49.87,2.135
Mizoram,Sugarcane,Whole Year ,3082.44,22.84,7.12,86.6,50.31,52.19,30.28571429
Nagaland,Maize,Kharif     ,1569.19,18.3,7.44,75.58,41.46,54.06,1.982727273
Nagaland,Maize,Rabi       ,1569.19,18.3,6.36,72.16,47.54,55.98,1.983333333
Nagaland,Potato,Rabi       ,1569.19,18.3,7.44,77.42,45.11,49.93,9.997272727
Nagaland,Rice,Kharif     ,1569.19,18.3,6.0,73.71,49.83,61.24,2.459090909
Nagaland,Rice,Rabi       ,1569.19,18.3,6.81,64.96,47.69,60.97,2.83
Nagaland,Sugarcane,Kharif     ,1569.19,18.3,6.72,73.38,51.79,54.27,43.47545455
Nagaland,Wheat,Rabi       ,1569.19,18.3,7.0,86.81,46.47,62.18,1.831111111
Odisha,Maize,Autumn     ,1686.78,26.42,6.83,87.94,46.79,62.85,2.048181818
Odisha,Maize,Summer     ,1686.78,26.42,6.78,83.31,51.61,51.87,2.243
Odisha,Maize,Winter     ,1686.78,26.42,5.72,90.08,49.28,63.02,2.48125
Odisha,Potato,Winter     ,1686.78,26.42,6.72,84.62,41.13,54.56,11.34730769
Odisha,Rice,Autumn     ,1686.78,26.42,6.12,86.55,40.79,47.18,1.8825
Odisha,Rice,Summer     ,1686.78,26.42,6.01,82.06,52.37,54.81,2.796896552
Odisha,Rice,Winter     ,1686.78,26.42,7.17,67.99,48.39,61.14,2.564666667
Odisha,Sugarcane,Winter     ,1686.78,26.42,6.09,70.82,50.11,62.93,56.56238095
Odisha,Wheat,Summer     ,1686.78,26.42,6.89,72.36,44.97,52.45,1.495
Punjab,Maize,Kharif     ,1138.97,23.3,7.17,78.6,45.43,58.99,3.539444444
Punjab,Rice,Kharif     ,1138.97,23.3,5.95,85.55,51.92,62.7,3.930909091
Punjab,Sugarcane,Whole Year ,1138.97,23.3,5.85,79.77,51.85,62.5,81.60705882
Punjab,Wheat,Rabi       ,1138.97,23.3,6.98,68.97,51.39,49.64,4.892272727
Telangana,Maize,Kharif     ,753.33,26.62,5.82,82.08,49.98,59.77,5.12125
Telangana,Maize,Rabi       ,753.33,26.62,6.04,79.19,47.39,61.0,6.5721875
Telangana,Potato,Kharif     ,753.33,26.62,7.46,70.95,48.0,51.51,0.0
Telangana,Potato,Rabi       ,753.33,26.62,6.36,78.41,47.39,52.23,12.98
Telangana,Rice,Kharif     ,753.33,26.62,6.38,80.62,54.13,57.94,3.575625
Telangana,Rice,Rabi       ,753.33,26.62,6.69,73.14,41.35,55.78,3.610625
Telangana,Sugarcane,Kharif     ,753.33,26.62,6.65,69.94,49.85,58.16,84.7273913
Telangana,Wheat,Kharif     ,753.33,26.62,6.15,73.57,41.73,61.94,0.0
Telangana,Wheat,Rabi       ,753.33,26.62,5.52,87.09,46.47,63.86,1.798461538
Tripura,Maize,Kharif     ,3054.79,25.35,6.7,74.18,46.5,55.5,1.42
Tripura,Maize,Rabi       ,3054.79,25.35,7.4,71.92,41.53,48.37,2.41875
Tripura,Rice,Autumn     ,3054.79,25.35,6.7,77.59,53.67,61.82,2.6425
Tripura,Rice,Kharif     ,3054.79,25.35,6.1,86.95,49.88,55.94,1.06875
Tripura,Rice,Summer     ,3054.79,25.35,7.01,78.33,40.74,49.17,3.13
Tripura,Rice,Winter     ,3054.79,25.35,7.39,86.92,51.67,53.23,3.17375
Tripura,Sugarcane,Whole Year ,3054.79,25.35,6.94,74.13,47.15,58.85,54.42375
Tripura,Wheat,Rabi       ,3054.79,25.35,7.29,74.25,43.39,57.01,2.228333333
Uttar Pradesh,Maize,Kharif     ,1300.6,25.4,7.07,90.18,43.84,51.01,2.039466667
Uttar Pradesh,Maize,Rabi       ,1300.6,25.4,6.01,76.46,47.63,51.58,2.745813953
Uttar Pradesh,Maize,Summer     ,1300.6,25.4,6.75,70.17,53.89,57.88,2.467962963
Uttar Pradesh,Potato,Rabi       ,1300.6,25.4,5.61,72.31,54.14,61.79,25.4704
Uttar Pradesh,Rice,Kharif     ,1300.6,25.4,7.42,71.58,47.28,49.49,2.823466667
Uttar Pradesh,Rice,Summer     ,1300.6,25.4,7.05,65.24,43.61,53.3,2.968717949
Uttar Pradesh,Sugarcane,Kharif     ,1300.6,25.4,5.77,72.4,47.42,53.7,70.96973333
Uttar Pradesh,Wheat,Rabi       ,1300.6,25.4,6.96,78.66,45.21,62.6,3.688533333
Uttarakhand,Maize,Kharif     ,1188.05,17.49,7.3,81.64,51.43,56.91,1.706923077
Uttarakhand,Maize,Summer     ,1188.05,17.49,6.34,78.23,53.03,48.69,1.7
Uttarakhand,Potato,Kharif     ,1188.05,17.49,6.37,70.3,46.0,57.76,11.09181818
Uttarakhand,Potato,Rabi       ,1188.05,17.49,5.82,65.68,42.12,62.11,11.32923077
Uttarakhand,Rice,Kharif     ,1188.05,17.49,6.85,70.87,54.39,62.6,1.933846154
Uttarakhand,Rice,Summer     ,1188.05,17.49,7.22,85.38,50.02,56.4,3.563333333
Uttarakhand,Sugarcane,Whole Year ,1188.05,17.49,6.84,69.57,45.24,54.92,75.7
Uttarakhand,Wheat,Rabi       ,1188.05,17.49,7.29,74.32,55.09,56.74,2.376923077
West Bengal,Maize,Autumn     ,1624.7,26.15,6.07,73.53,42.2,53.48,3.178333333
West Bengal,Maize,Rabi       ,1624.7,26.15,7.44,75.53,44.72,58.7,4.138235294
West Bengal,Maize,Summer     ,1624.7,26.15,6.4,77.28,43.36,63.01,3.916666667
West Bengal,Potato,Rabi       ,1624.7,26.15,6.25,66.95,53.61,52.25,27.68363636
West Bengal,Potato,Summer     ,1624.7,26.15,6.33,70.0,50.76,48.14,8.525
West Bengal,Rice,Autumn     ,1624.7,26.15,6.48,66.87,51.88,62.97,2.434285714
West Bengal,Rice,Summer     ,1624.7,26.15,6.89,84.84,48.77,58.28,3.464285714
West Bengal,Rice,Winter     ,1624.7,26.15,6.16,85.99,52.88,62.68,2.771363636
West Bengal,Sugarcane,Whole Year ,1624.7,26.15,6.89,88.85,50.27,48.47,81.0915
West Bengal,Wheat,Rabi       ,1624.7,26.15,7.35,89.28,42.95,62.34,2.647619048
Uttarakhand,Maize,Kharif     ,1333.54,17.09,6.19,80.74,52.11,61.03,1.973076923
Uttarakhand,Maize,Summer     ,1333.54,17.09,7.2,81.79,52.43,59.07,2.125
Uttarakhand,Potato,Kharif     ,1333.54,17.09,6.08,69.82,45.02,52.74,9.942
Uttarakhand,Potato,Rabi       ,1333.54,17.09,7.07,83.92,41.65,49.13,11.83
Uttarakhand,Rice,Kharif     ,1333.54,17.09,7.47,65.57,45.11,56.71,2.093076923
Uttarakhand,Rice,Summer     ,1333.54,17.09,6.16,68.19,54.74,47.37,3.563333333
Uttarakhand,Sugarcane,Whole Year ,1333.54,17.09,5.73,87.05,45.82,60.27,81.54
Uttarakhand,Wheat,Rabi       ,1333.54,17.09,5.79,76.06,52.6,60.79,2.216153846
Haryana,Maize,Kharif     ,942.38,23.39,6.01,70.68,47.01,60.51,1.9725
Haryana,Rice,Kharif     ,942.38,23.39,7.34,71.8,51.02,60.86,2.730588235
Haryana,Sugarcane,Whole Year ,942.38,23.39,6.47,68.33,47.96,50.46,50.3125
Haryana,Wheat,Rabi       ,942.38,23.39,7.21,71.65,44.25,62.96,3.607368421
Nagaland,Maize,Kharif     ,997.45,17.52,7.37,84.47,41.52,58.45,0.998571429
Nagaland,Rice,Kharif     ,997.45,17.52,6.27,74.17,53.27,55.61,1.29
Nagaland,Rice,Rabi       ,997.45,17.52,5.76,75.44,40.81,54.23,1.3
Delhi,Maize,Kharif     ,829.95,25.2,5.93,89.89,43.73,47.82,0.8
Delhi,Potato,Whole Year ,829.95,25.2,6.3,78.39,43.6,49.94,7.38
Delhi,Rice,Kharif     ,829.95,25.2,7.1,80.78,45.92,52.97,1.48
Delhi,Sugarcane,Whole Year ,829.95,25.2,6.88,71.59,45.83,53.02,60.0
Delhi,Wheat,Rabi       ,829.95,25.2,6.02,71.03,52.7,59.13,3.47
Andhra Pradesh,Maize,Kharif     ,603.67,28.03,6.94,67.66,45.72,48.4,2.909090909
Andhra Pradesh,Maize,Rabi       ,603.67,28.03,5.54,79.74,52.69,52.68,4.394761905
Andhra Pradesh,Rice,Kharif     ,603.67,28.03,6.16,66.3,46.05,62.47,2.400869565
Andhra Pradesh,Rice,Rabi       ,603.67,28.03,5.67,70.07,48.74,47.25,2.73
Andhra Pradesh,Sugarcane,Whole Year ,603.67,28.03,7.39,72.9,52.43,57.25,76.31571429
Andhra Pradesh,Wheat,Rabi       ,603.67,28.03,6.55,69.16,41.28,47.54,0.658181818
Delhi,Maize,Kharif     ,469.84,26.75,6.6,79.44,41.37,62.89,0.72
Delhi,Potato,Whole Year ,469.84,26.75,6.82,74.76,52.04,58.69,7.36
Delhi,Rice,Kharif     ,469.84,26.75,6.8,70.97,51.14,55.76,1.89
Delhi,Sugarcane,Whole Year ,469.84,26.75,7.46,80.07,48.95,54.69,50.0
Delhi,Wheat,Rabi       ,469.84,26.75,7.02,82.47,45.58,62.93,3.64
Jammu and Kashmir,Maize,Kharif     ,249.24,10.53,6.16,67.28,46.51,61.03,1.288333333
Jammu and Kashmir,Rice,Kharif     ,249.24,10.53,6.9,80.62,43.43,56.58,1.489166667
Jammu and Kashmir,Sugarcane,Whole Year ,249.24,10.53,6.37,82.16,47.07,53.8,1.1125
Delhi,Maize,Kharif     ,640.85,26.03,7.02,67.45,48.9,50.55,1.64
Delhi,Potato,Whole Year ,640.85,26.03,7.36,78.01,42.24,55.28,18.48
Delhi,Rice,Kharif     ,640.85,26.03,5.73,80.5,43.28,55.85,1.89
Delhi,Sugarcane,Whole Year ,640.85,26.03,7.0,67.67,50.67,48.15,40.0
Delhi,Wheat,Rabi       ,640.85,26.03,5.68,81.64,49.94,60.66,3.52
Jammu and Kashmir,Maize,Kharif     ,303.74,9.95,7.43,82.62,41.28,52.38,1.490833333
Jammu and Kashmir,Rice,Kharif     ,303.74,9.95,6.01,66.45,53.84,60.1,1.6
Jammu and Kashmir,Sugarcane,Whole Year ,303.74,9.95,6.67,69.28,42.0,63.25,2.6275
Jammu and Kashmir,Wheat,Rabi       ,303.74,9.95,7.21,90.51,53.84,57.74,0.820833333
Delhi,Maize,Kharif     ,511.01,26.34,5.78,77.13,52.18,52.52,1.79
Delhi,Potato,Whole Year ,511.01,26.34,6.46,70.69,54.0,52.39,7.32
Delhi,Rice,Kharif     ,511.01,26.34,5.87,69.87,48.16,53.45,1.88
Delhi,Sugarcane,Whole Year ,511.01,26.34,7.48,70.08,40.95,51.29,66.67
Delhi,Wheat,Rabi       ,511.01,26.34,6.78,79.69,50.38,50.99,3.51
Jammu and Kashmir,Maize,Kharif     ,426.46,10.14,7.22,70.84,45.38,53.37,1.493333333
Jammu and Kashmir,Potato,Whole Year ,426.46,10.14,6.28,81.79,49.5,55.54,10.07090909
Jammu and Kashmir,Rice,Kharif     ,426.46,10.14,6.83,69.15,45.97,49.28,1.634166667
Jammu and Kashmir,Sugarcane,Whole Year ,426.46,10.14,6.21,73.21,44.29,51.66,2.5825
Jammu and Kashmir,Wheat,Rabi       ,426.46,10.14,5.98,90.0,52.06,58.81,1.418333333
Delhi,Maize,Kharif     ,594.3,26.72,7.32,68.75,45.52,61.3,2.43
Delhi,Potato,Whole Year ,594.3,26.72,6.81,66.87,48.02,50.88,7.31
Delhi,Rice,Kharif     ,594.3,26.72,5.9,73.4,45.22,56.8,2.12
Delhi,Sugarcane,Whole Year ,594.3,26.72,6.36,78.18,43.16,61.2,68.0
Delhi,Wheat,Rabi       ,594.3,26.72,5.72,86.99,41.97,60.32,4.01
Jammu and Kashmir,Maize,Kharif     ,430.69,10.05,5.76,82.63,45.45,56.48,1.3475
Jammu and Kashmir,Potato,Whole Year ,430.69,10.05,7.16,72.93,53.57,50.46,9.146666667
Jammu and Kashmir,Rice,Kharif     ,430.69,10.05,6.73,84.46,47.9,63.54,1.708333333
Jammu and Kashmir,Sugarcane,Whole Year ,430.69,10.05,5.82,87.82,52.89,49.92,2.65
Jammu and Kashmir,Wheat,Rabi       ,430.69,10.05,6.7,80.3,49.72,51.57,1.465
Puducherry,Rice,Kharif     ,861.71,28.22,5.55,76.79,51.19,54.44,2.56
Puducherry,Sugarcane,Whole Year ,861.71,28.22,5.6,70.92,47.91,47.33,85.75
Uttar Pradesh,Maize,Kharif     ,658.13,26.95,6.62,67.93,51.99,59.16,1.069565217
Uttar Pradesh,Maize,Rabi       ,658.13,26.95,6.64,83.94,47.17,62.64,1.100689655
Uttar Pradesh,Potato,Whole Year ,658.13,26.95,6.24,71.8,48.91,48.87,22.26231884
Uttar Pradesh,Rice,Kharif     ,658.13,26.95,5.77,79.71,52.57,47.22,1.765942029
Uttar Pradesh,Rice,Summer     ,658.13,26.95,7.47,75.65,48.95,63.69,1.960952381
Uttar Pradesh,Sugarcane,Whole Year ,658.13,26.95,6.21,88.01,51.97,59.54,51.2157971
Uttar Pradesh,Wheat,Rabi       ,658.13,26.95,5.63,71.57,55.08,55.96,2.558550725
Himachal Pradesh,Maize,Kharif     ,1058.23,21.07,6.35,67.8,44.08,48.57,2.503333333
Himachal Pradesh,Potato,Whole Year ,1058.23,21.07,6.73,69.51,48.57,52.28,11.48666667
Himachal Pradesh,Rice,Kharif     ,1058.23,21.07,7.39,80.16,44.52,56.87,1.469090909
Himachal Pradesh,Wheat,Rabi       ,1058.23,21.07,6.29,81.22,54.52,61.64,1.3625
Jammu and Kashmir,Maize,Kharif     ,843.02,8.83,5.64,72.22,52.84,62.27,1.561666667
Jammu and Kashmir,Potato,Whole Year ,843.02,8.83,5.78,73.9,53.85,62.64,10.385
Jammu and Kashmir,Rice,Kharif     ,843.02,8.83,5.74,73.25,53.21,48.01,1.870833333
Jammu and Kashmir,Sugarcane,Whole Year ,843.02,8.83,6.31,74.02,40.71,62.0,3.023333333
Jammu and Kashmir,Wheat,Rabi       ,843.02,8.83,6.08,81.78,43.97,60.31,1.513333333
Himachal Pradesh,Maize,Kharif     ,951.26,21.64,5.95,69.49,43.4,57.94,2.1625
Himachal Pradesh,Potato,Whole Year ,951.26,21.64,6.98,67.18,43.01,56.57,10.27166667
Himachal Pradesh,Rice,Kharif     ,951.26,21.64,7.46,69.34,51.54,48.16,1.454545455
Himachal Pradesh,Wheat,Rabi       ,951.26,21.64,6.48,69.03,46.42,47.48,1.843333333
Jammu and Kashmir,Maize,Kharif     ,558.76,9.73,6.65,82.18,51.38,62.32,1.44
Jammu and Kashmir,Rice,Kharif     ,558.76,9.73,5.59,73.45,42.51,52.81,1.838333333
Jammu and Kashmir,Wheat,Rabi       ,558.76,9.73,6.06,80.73,50.52,59.94,1.814545455
Odisha,Maize,Autumn     ,1134.49,26.13,5.66,67.9,46.02,62.59,1.0572
Odisha,Maize,Summer     ,1134.49,26.13,6.34,68.82,41.03,48.83,1.267727273
Odisha,Maize,Winter     ,1134.49,26.13,6.73,74.76,41.01,56.79,1.461538462
Odisha,Potato,Winter     ,1134.49,26.13,6.12,70.29,40.89,61.39,8.655
Odisha,Rice,Autumn     ,1134.49,26.13,6.35,75.13,54.68,59.59,0.98
Odisha,Rice,Summer     ,1134.49,26.13,5.69,76.94,50.79,49.8,1.938148148
Odisha,Rice,Winter     ,1134.49,26.13,5.89,85.45,51.09,51.74,1.511333333
Odisha,Sugarcane,Winter     ,1134.49,26.13,6.22,82.0,43.46,48.45,56.76321429
Odisha,Wheat,Summer     ,1134.49,26.13,6.04,67.7,50.08,59.88,1.266071429
Uttar Pradesh,Maize,Kharif     ,866.58,25.92,6.83,73.76,49.29,57.17,1.431142857
Uttar Pradesh,Maize,Rabi       ,866.58,25.92,7.47,82.32,48.65,47.57,4.646785714
Uttar Pradesh,Potato,Rabi       ,866.58,25.92,6.22,67.74,50.95,55.37,20.40014286
Uttar Pradesh,Rice,Kharif     ,866.58,25.92,5.61,68.1,47.24,54.69,1.827714286
Uttar Pradesh,Sugarcane,Kharif     ,866.58,25.92,6.41,89.61,52.43,63.17,53.14528571
Uttar Pradesh,Wheat,Rabi       ,866.58,25.92,5.51,79.14,42.85,48.14,2.471714286
Jammu and Kashmir,Maize,Kharif     ,575.81,8.63,7.2,83.71,42.44,52.67,1.325833333
Jammu and Kashmir,Potato,Kharif     ,575.81,8.63,7.26,68.14,40.89,51.68,5.429
Jammu and Kashmir,Rice,Kharif     ,575.81,8.63,6.06,77.67,54.86,59.04,2.040833333
Jammu and Kashmir,Sugarcane,Kharif     ,575.81,8.63,6.73,78.75,51.89,57.83,3.053333333
Jammu and Kashmir,Wheat,Kharif     ,575.81,8.63,7.21,79.41,52.22,57.21,0.14
Jammu and Kashmir,Wheat,Rabi       ,575.81,8.63,7.17,77.84,43.12,61.68,0.14
Uttar Pradesh,Maize,Kharif     ,949.68,25.92,6.09,75.98,40.74,61.68,1.291940299
Uttar Pradesh,Potato,Rabi       ,949.68,25.92,5.67,86.71,46.77,51.82,22.26442857
Uttar Pradesh,Rice,Kharif     ,949.68,25.92,6.95,70.86,51.24,54.97,1.951714286
Uttar Pradesh,Sugarcane,Kharif     ,949.68,25.92,5.64,71.24,41.01,52.97,48.78928571
Uttar Pradesh,Wheat,Rabi       ,949.68,25.92,6.15,70.09,54.55,55.11,2.538142857
Jammu and Kashmir,Maize,Kharif     ,819.81,9.35,6.83,85.74,53.84,48.92,1.449166667
Jammu and Kashmir,Potato,Kharif     ,819.81,9.35,6.6,78.72,45.66,53.97,6.66
Jammu and Kashmir,Potato,Rabi       ,819.81,9.35,5.94,67.23,46.98,50.41,14.57375
Jammu and Kashmir,Rice,Kharif     ,819.81,9.35,6.83,76.54,53.55,57.43,2.060833333
Jammu and Kashmir,Sugarcane,Kharif     ,819.81,9.35,6.08,70.47,42.74,56.95,3.053333333
Jammu and Kashmir,Wheat,Rabi       ,819.81,9.35,7.23,77.65,53.71,52.25,1.821818182
Delhi,Maize,Kharif     ,810.14,25.73,5.57,70.65,45.08,60.58,1.83
Delhi,Potato,Whole Year ,810.14,25.73,5.73,66.63,42.04,52.71,15.86
Delhi,Rice,Kharif     ,810.14,25.73,7.48,78.0,48.25,60.32,2.82
Delhi,Sugarcane,Whole Year ,810.14,25.73,6.38,85.63,49.41,57.35,92.0
Delhi,Wheat,Rabi       ,810.14,25.73,6.66,75.8,43.15,63.34,4.36
Jammu and Kashmir,Maize,Kharif     ,553.51,9.55,6.4,76.47,49.59,54.0,1.377
Jammu and Kashmir,Potato,Kharif     ,553.51,9.55,7.22,72.35,49.79,47.92,4.94875
Jammu and Kashmir,Potato,Rabi       ,553.51,9.55,7.28,78.61,45.45,62.79,13.078
Jammu and Kashmir,Rice,Kharif     ,553.51,9.55,6.08,65.78,41.75,58.22,1.9745
Jammu and Kashmir,Sugarcane,Kharif     ,553.51,9.55,7.33,69.54,44.89,60.21,3.65
Jammu and Kashmir,Wheat,Kharif     ,553.51,9.55,6.55,71.28,41.31,50.0,0.12
Jammu and Kashmir,Wheat,Rabi       ,553.51,9.55,7.39,70.67,44.08,62.2,1.762666667
Delhi,Maize,Kharif     ,925.07,24.98,6.58,78.9,40.17,51.8,1.83
Delhi,Potato,Whole Year ,925.07,24.98,6.82,71.06,44.33,52.4,16.77
Delhi,Rice,Kharif     ,925.07,24.98,7.4,72.12,41.54,50.96,2.82
Delhi,Sugarcane,Whole Year ,925.07,24.98,5.59,80.97,46.54,60.52,75.33
Delhi,Wheat,Rabi       ,925.07,24.98,7.22,70.95,46.38,51.02,4.36
Delhi,Maize,Kharif     ,698.05,26.2,7.23,87.25,48.8,52.17,21.96
